listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,listing_date,asking_price,status,days_to_sell,sold_price
C24-16157,Toyota,Glanza,Kolkata,2012,13,158328,Petrol,Automatic,1.0,18.7,1000,No,2024-12-11,202000.0,Sold,29.0,198116.0
C24-16158,Toyota,Glanza,Chennai,2024,1,3590,Diesel,Manual,1.0,16.6,1197,No,2024-05-13,1440000.0,Sold,13.0,1430522.0
C24-16159,Ford,EcoSport,Hyderabad,2021,4,49812,Petrol,Manual,1.0,14.0,1997,No,2024-02-02,464000.0,Sold,29.0,430545.0
C24-16160,Toyota,Fortuner,Mumbai,2015,10,135601,Petrol,Manual,4.0,,800,Yes,2024-12-23,265000.0,Sold,12.0,263357.0
C24-16161,Renault,Triber,Mumbai,2012,13,141518,Diesel,Automatic,1.0,13.3,1498,No,2025-02-14,128000.0,Sold,2.0,117895.0
C24-16162,Honda,WR-V,Chandigarh,2013,12,149547,Petrol,Automatic,1.0,21.7,1498,No,2024-08-12,138000.0,Sold,2.0,131665.0
C24-16163,Mahindra,XUV300,Chandigarh,2014,11,133473,Petrol,Manual,1.0,15.3,1000,Yes,2024-04-03,195000.0,Sold,108.0,190505.0
C24-16164,Mahindra,Scorpio,Ahmedabad,2013,12,138516,Diesel,Automatic,1.0,21.1,1498,Yes,2024-05-09,219000.0,Sold,3.0,204080.0
C24-16165,Maruti Suzuki,Swift,Chennai,2018,7,84218,Petrol,Manual,4.0,14.8,2000,Yes,2024-12-29,197000.0,Sold,9.0,194240.0
C24-16166,Ford,Figo,Ahmedabad,2022,3,43710,Diesel,Manual,2.0,16.0,1197,Yes,2025-04-09,493000.0,Sold,48.0,477359.0
C24-16167,Tata,Tiago,Kolkata,2024,1,16354,Petrol,Automatic,3.0,14.1,1197,Yes,2024-06-14,786000.0,Sold,6.0,766959.0
C24-16168,Honda,Jazz,Kolkata,2015,10,119668,Petrol,Manual,1.0,16.7,1199,Yes,2025-05-19,199000.0,Sold,16.0,189516.0
C24-16169,Ford,EcoSport,Mumbai,2023,2,31290,Petrol,Manual,1.0,16.6,800,No,2025-04-15,690000.0,Sold,5.0,645169.0
C24-16170,Hyundai,Venue,Bengaluru,2020,5,58374,Diesel,Automatic,1.0,20.2,2000,No,2025-04-01,536000.0,Sold,7.0,526115.0
C24-16171,Honda,City,Ahmedabad,2020,5,63449,Petrol,Manual,2.0,20.6,1197,Yes,2025-02-14,400000.0,Sold,28.0,379675.0
C24-16172,Renault,Kwid,Delhi NCR,2015,10,112829,CNG,Manual,1.0,16.6,2200,Yes,2024-11-17,150000.0,Sold,36.0,147804.0
C24-16173,Mahindra,XUV700,Jaipur,2017,8,101694,Diesel,Manual,1.0,18.9,1197,Yes,2024-03-30,337000.0,Sold,45.0,311247.0
C24-16174,Ford,Figo,Chandigarh,2021,4,46710,Petrol,Manual,2.0,19.0,1498,Yes,2024-04-09,403000.0,Sold,2.0,390952.0
C24-16175,Mahindra,XUV300,Chennai,2015,10,120630,CNG,Manual,1.0,23.7,1000,No,2024-12-02,223000.0,Sold,13.0,218734.0
C24-16176,Mahindra,Scorpio,Hyderabad,2021,4,52592,Diesel,Manual,1.0,23.2,1000,Yes,2024-12-31,668000.0,Sold,16.0,664292.0
C24-16177,Mahindra,Bolero,Hyderabad,2014,11,123567,Diesel,Manual,3.0,20.6,2200,No,2025-03-28,197000.0,Sold,5.0,181353.0
C24-16178,Honda,Jazz,Delhi NCR,2020,5,60754,Electric,Manual,3.0,5.8,1000,Yes,2025-01-06,488000.0,Sold,74.0,459924.0
C24-16179,Tata,Punch,Chandigarh,2016,9,107459,Diesel,Manual,1.0,16.6,1000,Yes,2024-11-28,197000.0,Sold,13.0,192345.0
C24-16180,Tata,Altroz,Bengaluru,2022,3,38477,Diesel,Manual,2.0,23.3,1197,Yes,2024-01-24,713000.0,Sold,8.0,677887.0
C24-16181,Honda,City,Kolkata,2015,10,118178,Petrol,Manual,4.0,16.8,1197,Yes,2025-02-10,159000.0,Sold,52.0,147388.0
C24-16182,Hyundai,Creta,Hyderabad,2020,5,57521,Petrol,Manual,1.0,9.0,1000,Yes,2024-03-17,398000.0,Sold,19.0,379015.0
C24-16183,Maruti Suzuki,Alto,Mumbai,2023,2,29934,Petrol,Manual,2.0,13.8,1000,Yes,2024-05-31,531000.0,Sold,17.0,506211.0
C24-16184,Hyundai,i20,Delhi NCR,2020,5,53377,Petrol,Automatic,1.0,27.8,1197,No,2024-01-01,505000.0,Sold,46.0,477764.0
C24-16185,Renault,Triber,Bengaluru,2016,9,109526,Diesel,Manual,,18.2,1997,Yes,2024-12-08,170000.0,Sold,7.0,166544.0
C24-16186,Toyota,Innova,Chennai,2014,11,128551,Petrol,Automatic,2.0,13.9,1000,Yes,2024-06-27,309000.0,Sold,18.0,290899.0
C24-16187,Renault,Triber,Kolkata,2023,2,33110,Petrol,Manual,2.0,17.7,1498,Yes,2024-08-19,486000.0,Sold,16.0,475401.0
C24-16188,Renault,Kwid,Delhi NCR,2019,6,75621,Petrol,Manual,1.0,16.0,1197,No,2025-05-16,250000.0,Sold,1.0,230324.0
C24-16189,Maruti Suzuki,Alto,Pune,2024,1,12639,Diesel,Automatic,1.0,19.2,1000,Yes,2024-05-31,865000.0,Sold,30.0,830994.0
C24-16190,Maruti Suzuki,Alto,Hyderabad,2016,9,122770,Petrol,Automatic,3.0,11.7,1997,Yes,2024-04-25,165000.0,Sold,5.0,161911.0
C24-16191,Kia,Carens,Bengaluru,2013,12,136360,Diesel,Automatic,2.0,24.6,1197,Yes,2025-04-10,202000.0,Sold,3.0,196338.0
C24-16192,Mahindra,XUV700,Hyderabad,2023,2,19145,Diesel,Manual,2.0,19.0,1498,Yes,2025-03-30,909000.0,Sold,8.0,860420.0
C24-16193,Honda,Amaze,Chandigarh,2023,2,21625,Petrol,Manual,1.0,24.1,1197,Yes,2025-02-24,734000.0,Sold,6.0,703666.0
C24-16194,Honda,Jazz,Bengaluru,2016,9,109066,CNG,Automatic,3.0,11.5,2000,Yes,2024-01-13,211000.0,Sold,41.0,204774.0
C24-16195,Maruti Suzuki,Baleno,Ahmedabad,2024,1,12142,Diesel,Automatic,4.0,16.9,1498,Yes,2024-07-13,631000.0,Sold,24.0,585267.0
C24-16196,Tata,Altroz,Mumbai,2018,7,92767,Electric,Manual,1.0,7.6,1199,Yes,2025-01-13,403000.0,Sold,9.0,389917.0
C24-16197,Volkswagen,Polo,Kolkata,2021,4,60286,Petrol,Manual,2.0,15.8,800,Yes,2025-02-25,427000.0,Sold,20.0,413353.0
C24-16198,Ford,EcoSport,Kolkata,2024,1,9604,CNG,Manual,2.0,9.2,1997,Yes,2024-08-16,743000.0,Sold,1.0,688740.0
C24-16199,Mahindra,XUV300,Delhi NCR,2017,8,102538,Petrol,Automatic,1.0,23.8,1997,Yes,2025-01-29,395000.0,Sold,83.0,387644.0
C24-16200,Volkswagen,Polo,Jaipur,2012,13,149847,Petrol,Manual,2.0,19.6,1199,No,2024-10-25,124000.0,Sold,114.0,117182.0
C24-16201,Tata,Punch,Kolkata,2022,3,32587,Petrol,Manual,3.0,24.1,1000,Yes,2025-05-15,485000.0,Active,,
C24-16202,Honda,Amaze,Chandigarh,2022,3,28298,Petrol,Manual,1.0,15.7,1199,Yes,2024-03-20,736000.0,Sold,26.0,703951.0
C24-16203,Mahindra,XUV300,Chennai,2018,7,85147,Petrol,Automatic,1.0,10.7,1000,No,2025-05-03,498000.0,Sold,33.0,484144.0
C24-16204,Kia,Carens,Kolkata,2013,12,135848,Petrol,Manual,4.0,13.4,1199,No,2025-06-20,143000.0,Sold,10.0,140319.0
C24-16205,Volkswagen,Vento,Hyderabad,2012,13,168462,Diesel,Manual,1.0,20.2,1197,No,2024-10-16,128000.0,Sold,1.0,122319.0
C24-16206,Renault,Triber,Bengaluru,2024,1,16558,Diesel,Manual,1.0,14.6,2000,Yes,2024-12-14,601000.0,Sold,1.0,565017.0
C24-16207,Maruti Suzuki,WagonR,Kolkata,2012,13,171953,Petrol,Manual,4.0,14.4,1199,Yes,2025-04-06,76000.0,Active,,
C24-16208,Volkswagen,Vento,Hyderabad,2024,1,11048,Petrol,Manual,2.0,19.7,2200,,2025-04-03,970000.0,Sold,4.0,926443.0
C24-16209,Maruti Suzuki,WagonR,Jaipur,2021,4,42757,Petrol,Manual,3.0,,1498,No,2024-04-13,272000.0,Sold,3.0,266777.0
C24-16210,Mahindra,Scorpio,Bengaluru,2020,5,68624,CNG,Automatic,1.0,17.5,1197,Yes,2025-05-24,550000.0,Sold,10.0,544452.0
C24-16211,Honda,City,Kolkata,2020,5,61259,Diesel,Manual,,18.9,1000,Yes,2024-02-11,440000.0,Sold,27.0,438289.0
C24-16212,Tata,Harrier,Delhi NCR,2018,7,78917,Diesel,Manual,2.0,13.9,800,Yes,2024-05-29,303000.0,Sold,80.0,288179.0
C24-16213,Volkswagen,Vento,Kolkata,2014,11,133722,Diesel,Automatic,4.0,18.7,2000,Yes,2025-01-12,178000.0,Sold,12.0,177456.0
C24-16214,Mahindra,XUV300,Ahmedabad,2019,6,75881,Petrol,Manual,2.0,19.7,800,No,2024-12-31,416000.0,Sold,37.0,390310.0
C24-16215,Maruti Suzuki,Dzire,Pune,2020,5,57814,Diesel,Automatic,,24.0,1000,Yes,2024-07-23,354000.0,Sold,49.0,344822.0
C24-16216,Maruti Suzuki,Dzire,Jaipur,2024,1,11893,Petrol,Automatic,3.0,14.5,800,Yes,2025-02-28,566000.0,Sold,3.0,534877.0
C24-16217,Renault,Triber,Chennai,2014,11,134324,Petrol,Manual,2.0,16.4,1000,Yes,2024-01-29,124000.0,Sold,40.0,121556.0
C24-16218,Hyundai,Grand i10,Pune,2017,8,89407,Petrol,Manual,2.0,23.9,800,Yes,2024-12-31,238000.0,Sold,12.0,231137.0
C24-16219,Hyundai,Grand i10,Kolkata,2019,6,73937,Diesel,Manual,2.0,16.7,1498,Yes,2025-03-19,305000.0,Sold,3.0,299630.0
C24-16220,Toyota,Glanza,Ahmedabad,2018,7,89885,Petrol,Manual,2.0,23.1,1199,No,2024-06-22,407000.0,Sold,10.0,375272.0
C24-16221,Maruti Suzuki,Alto,Jaipur,2024,1,18857,Diesel,Manual,2.0,18.5,1997,Yes,2024-05-10,589000.0,Sold,1.0,547772.0
C24-16222,Renault,Triber,Kolkata,2019,6,69124,Petrol,Manual,1.0,12.1,1000,Yes,2025-06-18,270000.0,Active,,
C24-16223,Ford,Figo,Delhi NCR,2016,9,100829,Petrol,Manual,1.0,30.1,1498,Yes,2025-01-29,217000.0,Sold,7.0,209790.0
C24-16224,Tata,Nexon,Pune,2024,1,15928,Petrol,Automatic,1.0,17.1,1000,Yes,2024-03-21,936000.0,Sold,26.0,868331.0
C24-16225,Volkswagen,Vento,Chandigarh,2020,5,42976,CNG,Manual,1.0,11.8,1199,Yes,2024-06-01,391000.0,Sold,11.0,386114.0
C24-16226,Maruti Suzuki,Dzire,Jaipur,2019,6,70390,Petrol,Manual,1.0,15.1,800,Yes,2024-08-25,254000.0,Sold,42.0,243215.0
C24-16227,Ford,EcoSport,Pune,2022,3,43223,Diesel,Manual,1.0,24.3,1199,Yes,2024-01-05,493000.0,Sold,85.0,454312.0
C24-16228,Volkswagen,Polo,Pune,2015,10,128389,Petrol,Manual,3.0,19.6,1498,No,2025-04-23,183000.0,Sold,41.0,171123.0
C24-16229,Honda,Amaze,Pune,2016,9,107240,Diesel,Manual,3.0,15.6,1000,Yes,2024-07-24,215000.0,Sold,37.0,208558.0
C24-16230,Hyundai,Creta,Ahmedabad,2018,7,76872,Petrol,Manual,1.0,19.5,1000,Yes,2024-11-06,268000.0,Sold,29.0,250019.0
C24-16231,Honda,Amaze,Jaipur,2018,7,92677,Electric,Manual,2.0,6.8,1199,No,2024-12-25,370000.0,Sold,77.0,342464.0
C24-16232,Ford,EcoSport,Chandigarh,2021,4,45882,Petrol,Manual,2.0,22.6,1997,Yes,2024-03-13,428000.0,Sold,49.0,418910.0
C24-16233,Hyundai,Venue,Kolkata,2014,11,132891,Diesel,Automatic,1.0,26.0,1197,Yes,2025-05-01,170000.0,Sold,3.0,156419.0
C24-16234,Honda,Jazz,Hyderabad,2019,6,73395,Petrol,Automatic,2.0,24.1,1199,Yes,2024-10-30,466000.0,Sold,7.0,453062.0
C24-16235,Hyundai,Venue,Kolkata,2022,3,28333,Diesel,Automatic,2.0,8.8,1000,No,2025-01-28,535000.0,Sold,2.0,498787.0
C24-16236,Mahindra,Bolero,Chandigarh,2018,7,79429,Petrol,Automatic,2.0,13.1,1000,Yes,2025-01-28,393000.0,Sold,27.0,364081.0
C24-16237,Ford,EcoSport,Bengaluru,2016,9,107364,Petrol,Manual,1.0,,1000,Yes,2024-02-07,210000.0,Sold,49.0,207809.0
C24-16238,Tata,Altroz,Bengaluru,2019,6,63586,Petrol,Automatic,2.0,21.6,1997,Yes,2024-09-06,450000.0,Sold,1.0,447781.0
C24-16239,Kia,Sonet,Chennai,2020,5,54381,Petrol,Manual,1.0,18.0,2000,Yes,2024-07-05,508000.0,Sold,1.0,477773.0
C24-16240,Kia,Sonet,Jaipur,2017,8,89022,Diesel,Automatic,3.0,,1197,Yes,2024-09-27,370000.0,Sold,39.0,365804.0
C24-16241,Renault,Triber,Pune,2023,2,48301,CNG,Manual,2.0,22.7,2200,Yes,2024-01-25,511000.0,Sold,10.0,499385.0
C24-16242,Honda,Jazz,Pune,2021,4,48726,Petrol,Manual,1.0,20.6,1498,,2024-07-04,590000.0,Sold,12.0,554368.0
C24-16243,Honda,Amaze,Chandigarh,2020,5,42788,Petrol,Manual,1.0,13.0,1197,No,2025-01-03,423000.0,Sold,13.0,392927.0
C24-16244,Mahindra,XUV300,Kolkata,2014,11,125415,Diesel,Automatic,1.0,20.1,1000,Yes,2025-01-11,264000.0,Sold,14.0,254297.0
C24-16245,Mahindra,XUV700,Chennai,2012,13,163042,Diesel,Manual,1.0,9.3,1000,No,2025-04-08,174000.0,Sold,28.0,165798.0
C24-16246,Honda,Amaze,Chandigarh,2015,10,111051,Diesel,Automatic,1.0,14.4,1197,No,2024-05-29,227000.0,Sold,23.0,209488.0
C24-16247,Ford,EcoSport,Mumbai,2021,4,37907,Petrol,Manual,2.0,17.0,1000,Yes,2025-01-23,456000.0,Sold,4.0,447603.0
C24-16248,Honda,Amaze,Chandigarh,2019,6,74679,CNG,Manual,1.0,18.4,1197,Yes,2024-06-28,336000.0,Sold,5.0,321239.0
C24-16249,Renault,Kwid,Bengaluru,2023,2,30123,Petrol,Manual,1.0,17.3,1199,Yes,2024-03-02,536000.0,Sold,18.0,530704.0
C24-16250,Mahindra,Scorpio,Pune,2013,12,139264,Diesel,Manual,2.0,25.5,1000,Yes,2025-01-14,205000.0,Sold,23.0,200868.0
C24-16251,Kia,Sonet,Chandigarh,2018,7,75920,Petrol,Manual,1.0,18.8,1197,Yes,2024-05-15,291000.0,Sold,20.0,270093.0
C24-16252,Honda,City,Ahmedabad,2021,4,50617,Petrol,Manual,1.0,13.7,1199,Yes,2024-06-29,601000.0,Sold,2.0,566076.0
C24-16253,Kia,Seltos,Pune,2020,5,58454,Diesel,Manual,4.0,15.7,1997,Yes,2024-12-09,543000.0,Sold,74.0,529676.0
C24-16254,Honda,WR-V,Delhi NCR,2021,4,48055,Diesel,Manual,2.0,17.8,1197,,2025-02-17,661000.0,Sold,35.0,645748.0
C24-16255,Mahindra,Scorpio,Bengaluru,2021,4,52769,Diesel,Manual,2.0,17.5,1997,Yes,2025-01-20,775000.0,Sold,7.0,723460.0
C24-16256,Kia,Carens,Ahmedabad,2019,6,82288,Diesel,Manual,2.0,18.2,2000,Yes,2024-04-25,431000.0,Sold,3.0,423119.0
C24-16257,Renault,Kwid,Kolkata,2018,7,85354,Petrol,Automatic,1.0,19.8,1197,Yes,2024-06-16,251000.0,Sold,29.0,246845.0
C24-16258,Kia,Seltos,Bengaluru,2020,5,70844,Petrol,Manual,2.0,20.3,2200,Yes,2024-12-07,526000.0,Sold,15.0,521304.0
C24-16259,Renault,Kwid,Kolkata,2019,6,66980,Petrol,Automatic,1.0,20.3,1197,Yes,2024-11-24,303000.0,Sold,9.0,288636.0
C24-16260,Toyota,Fortuner,Chandigarh,2015,10,119124,Petrol,Manual,2.0,22.6,1997,Yes,2025-03-29,270000.0,Sold,38.0,268293.0
C24-16261,Tata,Altroz,Kolkata,2024,1,15976,Petrol,Manual,3.0,22.5,1197,No,2025-04-12,746000.0,Sold,1.0,702250.0
C24-16262,Ford,EcoSport,Delhi NCR,2023,2,21599,Petrol,Manual,1.0,15.4,1498,Yes,2025-01-22,627000.0,Sold,39.0,622203.0
C24-16263,Mahindra,XUV700,Mumbai,2021,4,36608,Petrol,Manual,1.0,13.2,1000,Yes,2024-06-22,867000.0,Sold,28.0,846626.0
C24-16264,Honda,Jazz,Delhi NCR,2017,8,90842,Diesel,Manual,1.0,22.3,1199,Yes,2024-07-21,267000.0,Sold,6.0,254873.0
C24-16265,Toyota,Urban Cruiser,Ahmedabad,2013,12,153288,Diesel,Manual,2.0,19.3,1199,No,2024-06-12,233000.0,Sold,20.0,221063.0
C24-16266,Mahindra,Bolero,Ahmedabad,2021,4,31966,Petrol,Manual,1.0,16.4,1199,No,2024-10-09,756000.0,Sold,58.0,743714.0
C24-16267,Ford,EcoSport,Ahmedabad,2019,6,71515,Petrol,Manual,3.0,12.9,1000,No,2024-11-17,264000.0,Sold,27.0,260699.0
C24-16268,Hyundai,i20,Pune,2014,11,137384,Diesel,Manual,1.0,20.3,1197,Yes,2024-08-20,182000.0,Sold,93.0,169714.0
C24-16269,Renault,Kwid,Delhi NCR,2020,5,63090,Diesel,Automatic,1.0,15.7,800,Yes,2025-01-11,340000.0,Sold,1.0,321661.0
C24-16270,Kia,Carens,Mumbai,2013,12,140476,Petrol,Manual,1.0,19.4,1000,Yes,2025-01-01,197000.0,Sold,16.0,196258.0
C24-16271,Toyota,Innova,Bengaluru,2023,2,16362,Petrol,Manual,4.0,14.3,1197,No,2024-11-02,922000.0,Sold,6.0,855739.0
C24-16272,Kia,Carens,Kolkata,2024,1,19864,Diesel,Automatic,1.0,15.1,1197,Yes,2025-01-27,1241000.0,Sold,5.0,1204967.0
C24-16273,Hyundai,Grand i10,Bengaluru,2013,12,154383,Petrol,Manual,2.0,26.9,2000,Yes,2024-04-05,135000.0,Sold,82.0,128363.0
C24-16274,Ford,Figo,Jaipur,2013,12,143765,Petrol,Automatic,4.0,17.1,1199,Yes,2024-07-20,99000.0,Sold,86.0,94166.0
C24-16275,Volkswagen,Polo,Chandigarh,2023,2,20738,Diesel,Manual,4.0,26.5,1197,Yes,2025-04-30,681000.0,Sold,41.0,675858.0
C24-16276,Maruti Suzuki,Alto,Pune,2012,13,162465,Diesel,Automatic,2.0,,2200,Yes,2024-07-03,116000.0,Sold,32.0,113578.0
C24-16277,Mahindra,XUV300,Ahmedabad,2024,1,20816,Diesel,Automatic,2.0,7.7,1197,Yes,2025-03-15,1334000.0,Sold,13.0,1330456.0
C24-16278,Mahindra,Scorpio,Bengaluru,2023,2,26809,Diesel,Manual,2.0,15.7,1498,Yes,2024-09-01,976000.0,Sold,12.0,933449.0
C24-16279,Honda,WR-V,Kolkata,2018,7,93246,Diesel,Automatic,2.0,14.9,1498,Yes,2024-09-26,320000.0,Sold,16.0,300871.0
C24-16280,Toyota,Innova,Bengaluru,2015,10,120810,Diesel,Automatic,1.0,13.6,1498,Yes,2024-03-30,333000.0,Sold,69.0,325209.0
C24-16281,Maruti Suzuki,Swift,Delhi NCR,2022,3,39627,Petrol,Manual,1.0,20.2,1199,Yes,2024-11-04,503000.0,Sold,40.0,466576.0
C24-16282,Ford,Figo,Hyderabad,2021,4,41394,Petrol,Manual,2.0,19.0,2200,Yes,2024-06-19,464000.0,Sold,1.0,427230.0
C24-16283,Honda,Amaze,Chandigarh,2018,7,88409,Petrol,Automatic,2.0,20.9,2000,Yes,2024-01-10,351000.0,Sold,97.0,343495.0
C24-16284,Renault,Kwid,Chennai,2021,4,47673,Petrol,Automatic,2.0,18.1,1997,Yes,2025-03-25,410000.0,Sold,15.0,399570.0
C24-16285,Hyundai,Grand i10,Mumbai,2023,2,16026,Petrol,Automatic,,13.6,1197,Yes,2024-02-12,766000.0,Sold,10.0,760924.0
C24-16286,Ford,Figo,Bengaluru,2022,3,40686,Petrol,Automatic,1.0,18.9,2200,Yes,2024-04-26,646000.0,Sold,19.0,594820.0
C24-16287,Honda,Jazz,Bengaluru,2020,5,60053,Diesel,Manual,4.0,14.3,1197,No,2024-05-11,470000.0,Sold,10.0,448862.0
C24-16288,Toyota,Fortuner,Ahmedabad,2022,3,29900,Diesel,Manual,1.0,23.4,2000,Yes,2024-05-29,832000.0,Sold,17.0,791475.0
C24-16289,Kia,Seltos,Ahmedabad,2018,7,86437,Petrol,Manual,1.0,21.0,1197,Yes,2024-10-11,353000.0,Sold,28.0,344269.0
C24-16290,Honda,Jazz,Pune,2021,4,42542,Diesel,Manual,3.0,16.3,2000,Yes,2025-03-20,636000.0,Sold,2.0,595724.0
C24-16291,Kia,Carens,Delhi NCR,2014,11,117948,Petrol,Manual,3.0,17.5,1197,Yes,2024-06-06,195000.0,Sold,25.0,186915.0
C24-16292,Maruti Suzuki,Swift,Mumbai,2018,7,87558,Petrol,Manual,2.0,18.1,1000,No,2024-05-22,182000.0,Sold,3.0,170053.0
C24-16293,Hyundai,Creta,Delhi NCR,2015,10,118117,CNG,Manual,1.0,17.9,1199,No,2024-04-16,155000.0,Sold,40.0,143258.0
C24-16294,Renault,Triber,Bengaluru,2014,11,133734,Petrol,Automatic,2.0,20.9,800,Yes,2024-11-23,143000.0,Sold,116.0,135226.0
C24-16295,Tata,Altroz,Ahmedabad,2019,6,83476,Petrol,Manual,2.0,19.9,1498,Yes,2024-09-06,349000.0,Sold,29.0,334254.0
C24-16296,Kia,Seltos,Delhi NCR,2017,8,100027,Petrol,Manual,1.0,15.0,1498,Yes,2024-07-10,349000.0,Sold,20.0,329398.0
C24-16297,Ford,EcoSport,Hyderabad,2023,2,12660,Petrol,Manual,2.0,18.9,1000,Yes,2024-10-01,680000.0,Sold,11.0,660493.0
C24-16298,Hyundai,i20,Kolkata,2016,9,120226,Diesel,Manual,1.0,11.3,2200,Yes,2024-12-18,197000.0,Sold,23.0,181332.0
C24-16299,Hyundai,Grand i10,Chandigarh,2018,7,71892,Petrol,Manual,1.0,20.4,1000,Yes,2024-09-20,257000.0,Sold,27.0,251108.0
C24-16300,Volkswagen,Vento,Mumbai,2017,8,74506,Petrol,Manual,1.0,19.5,2200,Yes,2024-07-01,276000.0,Sold,6.0,256834.0
C24-16301,Mahindra,XUV300,Hyderabad,2024,1,19515,Petrol,Automatic,1.0,22.0,1000,Yes,2024-09-12,1395000.0,Sold,1.0,1306076.0
C24-16302,Volkswagen,Polo,Bengaluru,2016,9,111397,Petrol,Manual,1.0,17.8,2200,Yes,2025-02-07,252000.0,Sold,109.0,245305.0
C24-16303,Toyota,Innova,Pune,2018,7,74602,Electric,Manual,1.0,6.6,1997,Yes,2024-06-03,638000.0,Sold,21.0,595344.0
C24-16304,Renault,Kwid,Bengaluru,2019,6,62140,Diesel,Automatic,3.0,16.0,1000,Yes,2024-05-18,311000.0,Sold,93.0,301496.0
C24-16305,Ford,Figo,Pune,2013,12,140170,Diesel,Manual,,22.9,1498,Yes,2025-04-06,136000.0,Sold,14.0,126254.0
C24-16306,Honda,Amaze,Delhi NCR,2015,10,135459,CNG,Manual,1.0,13.5,1000,Yes,2025-02-01,169000.0,Sold,8.0,166067.0
C24-16307,Hyundai,Venue,Pune,2013,12,144808,Diesel,Automatic,3.0,23.0,1498,Yes,2024-08-25,135000.0,Sold,28.0,131127.0
C24-16308,Mahindra,XUV300,Jaipur,2016,9,93740,Petrol,Manual,3.0,19.7,1498,Yes,2025-02-11,279000.0,Sold,26.0,276522.0
C24-16309,Maruti Suzuki,Dzire,Kolkata,2020,5,65202,Petrol,Automatic,2.0,21.1,1199,Yes,2025-04-02,320000.0,Sold,40.0,301962.0
C24-16310,Toyota,Innova,Ahmedabad,2020,5,70374,Electric,Manual,1.0,4.5,1199,Yes,2024-10-24,686000.0,Sold,1.0,662233.0
C24-16311,Mahindra,XUV700,Mumbai,2019,6,68418,Diesel,Manual,1.0,23.5,1000,Yes,2025-02-08,544000.0,Sold,26.0,540312.0
C24-16312,Tata,Tiago,Pune,2016,9,110890,Petrol,Manual,1.0,14.9,1199,No,2025-03-07,195000.0,Sold,53.0,187877.0
C24-16313,Hyundai,Verna,Jaipur,2018,7,78390,Petrol,Manual,1.0,19.3,1498,No,2024-03-11,261000.0,Sold,63.0,251483.0
C24-16314,Ford,EcoSport,Jaipur,2019,6,78538,Diesel,Manual,2.0,15.8,1498,No,2025-01-12,263000.0,Sold,145.0,258413.0
C24-16315,Ford,Figo,Ahmedabad,2021,4,45520,CNG,Automatic,1.0,18.2,1997,Yes,2024-06-24,527000.0,Sold,6.0,514614.0
C24-16316,Volkswagen,Vento,Kolkata,2019,6,67375,Petrol,Automatic,2.0,22.2,1498,No,2024-07-07,389000.0,Sold,6.0,386060.0
C24-16317,Hyundai,Verna,Bengaluru,2015,10,120795,Diesel,Automatic,2.0,18.5,1199,Yes,2025-03-11,222000.0,Sold,8.0,219427.0
C24-16318,Renault,Kwid,Pune,2015,10,129556,Diesel,Manual,3.0,18.3,1498,Yes,2024-01-25,147000.0,Sold,2.0,139034.0
C24-16319,Honda,WR-V,Chennai,2017,8,110451,Petrol,Manual,2.0,19.7,1997,Yes,2024-12-01,223000.0,Sold,11.0,210601.0
C24-16320,Honda,Jazz,Chandigarh,2014,11,154488,Petrol,Manual,3.0,16.4,1498,Yes,2024-11-02,163000.0,Sold,67.0,158765.0
C24-16321,Volkswagen,Vento,Chandigarh,2020,5,65404,Diesel,Manual,1.0,19.5,1000,Yes,2025-03-17,458000.0,Sold,11.0,443323.0
C24-16322,Kia,Carens,Delhi NCR,2013,12,145673,Diesel,Manual,2.0,9.7,1199,Yes,2024-12-25,173000.0,Sold,6.0,172819.0
C24-16323,Tata,Tiago,Chandigarh,2015,10,116738,Petrol,Manual,1.0,18.2,1197,Yes,2024-12-04,177000.0,Sold,50.0,176434.0
C24-16324,Hyundai,Grand i10,Ahmedabad,2021,4,56861,Diesel,Manual,2.0,21.2,1997,Yes,2024-03-27,387000.0,Sold,12.0,375805.0
C24-16325,Tata,Nexon,Pune,2023,2,38074,Diesel,Automatic,1.0,15.3,1498,Yes,2024-12-06,774000.0,Sold,4.0,722474.0
C24-16326,Honda,WR-V,Jaipur,2021,4,41832,Petrol,Manual,1.0,16.9,1199,No,2024-10-25,526000.0,Sold,63.0,504494.0
C24-16327,Toyota,Innova,Hyderabad,2012,13,157510,Diesel,Manual,1.0,13.5,1000,Yes,2025-01-09,182000.0,Sold,4.0,174678.0
C24-16328,Renault,Triber,Kolkata,2023,2,31221,CNG,Manual,1.0,14.6,1199,Yes,2024-04-22,420000.0,Sold,17.0,399576.0
C24-16329,Tata,Punch,Chandigarh,2013,12,145264,Petrol,Manual,2.0,21.0,1498,Yes,2024-08-11,118000.0,Sold,35.0,117513.0
C24-16330,Maruti Suzuki,Swift,Jaipur,2019,6,75770,Diesel,Manual,2.0,16.6,1997,No,2025-04-06,240000.0,Sold,4.0,230155.0
C24-16331,Mahindra,Scorpio,Ahmedabad,2017,8,97625,Petrol,Manual,2.0,15.5,1197,No,2024-08-21,291000.0,Sold,40.0,280408.0
C24-16332,Toyota,Urban Cruiser,Hyderabad,2012,13,161389,CNG,Manual,3.0,18.9,1197,No,2024-05-12,147000.0,Sold,12.0,136243.0
