listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,selling_price
C24-17242,Ford,Figo,Chennai,2015,10,112237,Diesel,Automatic,2.0,18.5,1197,Yes,174000.0
C24-17243,Tata,Harrier,Jaipur,2015,10,120000,Petrol,Manual,1.0,17.2,2200,No,183000.0
C24-17244,Volkswagen,Polo,Chennai,2015,10,136265,Petrol,Manual,1.0,18.2,1498,Yes,220000.0
C24-17245,Renault,Kwid,Ahmedabad,2016,9,114783,Diesel,Manual,1.0,13.3,1997,,174000.0
C24-17246,Renault,Kwid,Chandigarh,2023,2,25641,Petrol,Automatic,3.0,14.8,1000,Yes,480000.0
C24-17247,Toyota,Innova,Jaipur,2014,11,140645,Petrol,Manual,2.0,20.7,1199,Yes,216000.0
C24-17248,Honda,Jazz,Delhi NCR,2018,7,72511,CNG,Manual,1.0,22.8,1498,Yes,321000.0
C24-17249,Renault,Triber,Pune,2016,9,112798,Petrol,Manual,1.0,21.3,1199,Yes,152000.0
C24-17250,Hyundai,i20,Jaipur,2012,13,153525,Petrol,Automatic,3.0,15.6,2000,No,93000.0
C24-17251,Renault,Triber,Delhi NCR,2024,1,28880,Petrol,Manual,1.0,23.0,1197,Yes,615000.0
C24-17252,Kia,Sonet,Ahmedabad,2024,1,3831,Diesel,Automatic,2.0,19.5,1000,Yes,1183000.0
C24-17253,Renault,Triber,Jaipur,2022,3,34131,Petrol,Automatic,1.0,15.9,1197,No,537000.0
C24-17254,Volkswagen,Vento,Ahmedabad,2019,6,80668,Petrol,Manual,2.0,17.1,1199,Yes,321000.0
C24-17255,Mahindra,Bolero,Chandigarh,2016,9,118342,Petrol,Manual,1.0,29.4,1498,No,288000.0
C24-17256,Hyundai,Venue,Delhi NCR,2019,6,79154,Petrol,Automatic,1.0,19.0,800,No,347000.0
C24-17257,Hyundai,i20,Mumbai,2017,8,106425,Petrol,Manual,2.0,14.3,2000,No,229000.0
C24-17258,Ford,EcoSport,Jaipur,2023,2,24836,Diesel,Manual,4.0,18.8,800,Yes,473000.0
C24-17259,Maruti Suzuki,Baleno,Ahmedabad,2019,6,76775,Petrol,Automatic,1.0,17.1,1199,Yes,244000.0
C24-17260,Ford,Figo,Bengaluru,2015,10,123822,CNG,Automatic,1.0,18.4,800,Yes,189000.0
C24-17261,Renault,Triber,Kolkata,2014,11,124588,Petrol,Manual,2.0,18.6,1498,Yes,115000.0
C24-17262,Maruti Suzuki,Alto,Kolkata,2020,5,45602,Diesel,Manual,2.0,15.8,1498,Yes,304000.0
C24-17263,Ford,EcoSport,Bengaluru,2017,8,107026,CNG,Manual,2.0,8.0,1498,Yes,212000.0
C24-17264,Volkswagen,Vento,Kolkata,2017,8,94448,Petrol,Manual,2.0,11.4,1498,No,195000.0
C24-17265,Volkswagen,Vento,Bengaluru,2019,6,76290,Petrol,Automatic,1.0,19.6,1000,No,382000.0
C24-17266,Renault,Kwid,Kolkata,2015,10,133684,Diesel,Automatic,1.0,18.5,1000,Yes,151000.0
C24-17267,Kia,Seltos,Chandigarh,2021,4,42965,Diesel,Automatic,2.0,18.6,1498,Yes,728000.0
C24-17268,Mahindra,Bolero,Jaipur,2015,10,111993,Diesel,Manual,2.0,15.3,2000,Yes,238000.0
C24-17269,Renault,Triber,Chandigarh,2024,1,13783,CNG,Manual,1.0,16.3,800,No,529000.0
C24-17270,Renault,Triber,Kolkata,2024,1,1182,CNG,Manual,2.0,15.3,1197,Yes,569000.0
C24-17271,Honda,City,Chennai,2013,12,144214,Diesel,Manual,3.0,23.1,1498,No,144000.0
C24-17272,Hyundai,Verna,Bengaluru,2018,7,100058,Petrol,Manual,2.0,15.2,1199,No,290000.0
C24-17273,Volkswagen,Vento,Ahmedabad,2015,10,143146,Diesel,Manual,1.0,18.1,1199,No,187000.0
C24-17274,Maruti Suzuki,Swift,Pune,2019,6,76033,Petrol,Manual,3.0,21.9,1498,Yes,251000.0
C24-17275,Ford,Figo,Ahmedabad,2016,9,118559,Petrol,Manual,3.0,19.9,1199,Yes,163000.0
C24-17276,Toyota,Fortuner,Mumbai,2017,8,95445,Petrol,Manual,1.0,24.3,1498,No,359000.0
C24-17277,Tata,Nexon,Ahmedabad,2013,12,142408,Petrol,Manual,2.0,14.9,2000,Yes,121000.0
C24-17278,Honda,Amaze,Pune,2023,2,29370,Diesel,Automatic,2.0,13.0,1997,No,906000.0
C24-17279,Ford,EcoSport,Chandigarh,2012,13,151213,Electric,Automatic,1.0,6.2,2000,Yes,164000.0
C24-17280,Volkswagen,Vento,Mumbai,2014,11,137570,CNG,Manual,3.0,20.8,1199,Yes,148000.0
C24-17281,Kia,Sonet,Delhi NCR,2023,2,23166,Petrol,Manual,2.0,16.9,1197,Yes,841000.0
C24-17282,Tata,Harrier,Hyderabad,2022,3,29216,Diesel,Automatic,1.0,12.2,1000,Yes,777000.0
C24-17283,Volkswagen,Vento,Kolkata,2019,6,73464,Diesel,Manual,2.0,8.6,1199,No,291000.0
C24-17284,Toyota,Urban Cruiser,Chennai,2017,8,99316,Diesel,Automatic,1.0,23.0,1199,Yes,464000.0
C24-17285,Toyota,Urban Cruiser,Chennai,2018,7,88779,Petrol,Manual,1.0,16.7,2000,No,452000.0
C24-17286,Renault,Triber,Mumbai,2018,7,73706,Petrol,Manual,2.0,16.8,1199,Yes,261000.0
C24-17287,Toyota,Urban Cruiser,Jaipur,2013,12,144998,Diesel,Manual,1.0,24.5,1000,No,226000.0
C24-17288,Tata,Punch,Chandigarh,2012,13,157554,Petrol,Manual,2.0,17.3,800,No,96000.0
C24-17289,Renault,Triber,Chennai,2022,3,32840,Diesel,Manual,1.0,21.0,2200,Yes,449000.0
C24-17290,Honda,WR-V,Chandigarh,2013,12,149057,Diesel,Manual,1.0,20.1,1197,Yes,158000.0
C24-17291,Maruti Suzuki,Dzire,Hyderabad,2017,8,82960,CNG,Automatic,1.0,22.1,1197,Yes,188000.0
C24-17292,Renault,Kwid,Ahmedabad,2020,5,59077,CNG,Automatic,1.0,9.2,800,Yes,308000.0
C24-17293,Toyota,Urban Cruiser,Jaipur,2016,9,118799,Diesel,Manual,1.0,17.3,1000,Yes,306000.0
C24-17294,Maruti Suzuki,Swift,Mumbai,2013,12,148227,Petrol,Automatic,1.0,14.1,1199,Yes,132000.0
C24-17295,Honda,City,Pune,2017,8,90600,Petrol,Automatic,1.0,11.5,2200,Yes,340000.0
C24-17296,Renault,Kwid,Kolkata,2016,9,89850,CNG,Manual,2.0,21.7,1498,Yes,148000.0
C24-17297,Ford,Figo,Pune,2012,13,152812,Diesel,Manual,3.0,19.3,1199,Yes,121000.0
C24-17298,Ford,EcoSport,Kolkata,2024,1,17068,Petrol,Manual,2.0,16.5,1000,Yes,792000.0
C24-17299,Kia,Sonet,Pune,2022,3,36771,Diesel,Automatic,1.0,20.2,1197,Yes,895000.0
C24-17300,Kia,Seltos,Jaipur,2020,5,55391,Diesel,Manual,3.0,13.7,1498,Yes,484000.0
C24-17301,Volkswagen,Vento,Kolkata,2014,11,124151,Petrol,Manual,3.0,16.6,1000,,135000.0
C24-17302,Tata,Nexon,Jaipur,2018,7,80445,Diesel,Manual,3.0,20.4,1997,Yes,256000.0
C24-17303,Volkswagen,Polo,Ahmedabad,2015,10,116062,Diesel,Manual,1.0,21.5,2000,No,182000.0
C24-17304,Honda,Amaze,Ahmedabad,2014,11,135512,Diesel,Manual,1.0,15.7,1199,Yes,200000.0
C24-17305,Ford,Figo,Chennai,2020,5,51819,CNG,Manual,3.0,26.0,2200,Yes,309000.0
C24-17306,Tata,Altroz,Chandigarh,2023,2,23360,Diesel,Manual,1.0,20.3,1498,Yes,630000.0
C24-17307,Kia,Seltos,Chennai,2018,7,77350,CNG,Manual,2.0,22.6,2200,Yes,347000.0
C24-17308,Honda,City,Ahmedabad,2021,4,37753,Diesel,Manual,2.0,17.4,1199,Yes,531000.0
C24-17309,Renault,Kwid,Jaipur,2019,6,85721,Diesel,Automatic,1.0,12.9,1000,Yes,327000.0
C24-17310,Renault,Triber,Chennai,2023,2,13818,Petrol,Manual,2.0,15.4,1197,Yes,586000.0
C24-17311,Maruti Suzuki,WagonR,Delhi NCR,2018,7,83687,Petrol,Automatic,1.0,21.1,1997,No,250000.0
C24-17312,Toyota,Innova,Hyderabad,2017,8,102236,Petrol,Manual,2.0,10.9,1000,No,356000.0
C24-17313,Tata,Nexon,Ahmedabad,2017,8,86318,Electric,Manual,2.0,6.2,1000,Yes,340000.0
C24-17314,Hyundai,Venue,Chennai,2021,4,52395,Diesel,Manual,1.0,22.9,1498,Yes,410000.0
C24-17315,Renault,Kwid,Chennai,2014,11,123374,CNG,Manual,1.0,17.3,1197,Yes,100000.0
C24-17316,Honda,Amaze,Chennai,2012,13,177548,Diesel,Manual,2.0,16.1,1199,Yes,136000.0
C24-17317,Mahindra,Bolero,Jaipur,2018,7,87765,Diesel,Manual,3.0,17.4,1197,Yes,313000.0
C24-17318,Mahindra,Scorpio,Hyderabad,2020,5,54010,Petrol,Manual,3.0,12.1,1199,Yes,583000.0
C24-17319,Maruti Suzuki,Swift,Jaipur,2021,4,48909,Diesel,Manual,2.0,15.6,1199,Yes,327000.0
C24-17320,Mahindra,Bolero,Chandigarh,2023,2,26295,Petrol,Manual,3.0,20.6,1000,,726000.0
C24-17321,Volkswagen,Polo,Pune,2014,11,140337,Diesel,Automatic,2.0,20.6,1199,No,183000.0
C24-17322,Tata,Tiago,Chennai,2018,7,89506,Petrol,Manual,1.0,14.8,1498,No,260000.0
C24-17323,Volkswagen,Polo,Hyderabad,2021,4,62328,Petrol,Automatic,1.0,18.4,1498,Yes,542000.0
C24-17324,Ford,Figo,Chennai,2018,7,90480,Diesel,Manual,1.0,16.3,800,Yes,307000.0
C24-17325,Honda,Amaze,Mumbai,2017,8,96057,Petrol,Manual,1.0,22.1,1997,Yes,281000.0
C24-17326,Mahindra,XUV300,Jaipur,2017,8,94335,Petrol,Manual,2.0,22.4,1199,Yes,274000.0
C24-17327,Ford,EcoSport,Jaipur,2013,12,129958,Petrol,Manual,1.0,12.4,1498,Yes,131000.0
C24-17328,Kia,Carens,Chandigarh,2013,12,134424,Petrol,Automatic,1.0,15.4,1000,No,200000.0
C24-17329,Ford,EcoSport,Pune,2024,1,500,Diesel,Manual,1.0,21.0,1498,Yes,937000.0
C24-17330,Hyundai,Venue,Chennai,2021,4,56837,Diesel,Manual,1.0,16.2,1000,Yes,471000.0
C24-17331,Renault,Triber,Bengaluru,2021,4,53132,CNG,Manual,4.0,17.4,2200,Yes,297000.0
C24-17332,Maruti Suzuki,WagonR,Jaipur,2016,9,98864,Diesel,Manual,2.0,20.1,1197,Yes,145000.0
C24-17333,Hyundai,Venue,Pune,2019,6,73706,Petrol,Automatic,2.0,18.7,800,Yes,406000.0
C24-17334,Renault,Triber,Chandigarh,2024,1,20414,Petrol,Manual,3.0,16.0,2000,Yes,619000.0
C24-17335,Hyundai,i20,Chennai,2018,7,79212,Petrol,Manual,1.0,13.7,1498,Yes,291000.0
C24-17336,Hyundai,Grand i10,Pune,2012,13,158305,Electric,Manual,3.0,6.2,1997,Yes,121000.0
C24-17337,Tata,Harrier,Chennai,2021,4,40545,Petrol,Manual,1.0,21.1,800,Yes,496000.0
C24-17338,Mahindra,Bolero,Chennai,2013,12,142706,Petrol,Manual,1.0,20.8,1197,Yes,193000.0
C24-17339,Mahindra,Scorpio,Pune,2012,13,144496,Petrol,Manual,2.0,15.6,1997,Yes,162000.0
C24-17340,Maruti Suzuki,Alto,Mumbai,2017,8,101281,Petrol,Automatic,4.0,18.2,1199,Yes,171000.0
C24-17341,Kia,Sonet,Jaipur,2012,13,157612,Petrol,Manual,1.0,13.7,2000,Yes,166000.0
C24-17342,Mahindra,XUV300,Bengaluru,2017,8,113011,Diesel,Manual,1.0,14.0,1197,Yes,356000.0
C24-17343,Maruti Suzuki,Dzire,Hyderabad,2012,13,143575,Diesel,Manual,4.0,17.7,1000,No,75000.0
C24-17344,Tata,Punch,Chandigarh,2021,4,53189,Petrol,Automatic,4.0,18.0,1997,Yes,488000.0
C24-17345,Hyundai,Verna,Chennai,2024,1,2107,Petrol,Automatic,1.0,16.0,1498,Yes,1044000.0
C24-17346,Maruti Suzuki,Baleno,Chennai,2022,3,33759,Petrol,Automatic,4.0,13.1,1199,Yes,419000.0
C24-17347,Ford,Figo,Chennai,2014,11,126203,Petrol,Automatic,1.0,23.6,1498,Yes,190000.0
C24-17348,Maruti Suzuki,Swift,Delhi NCR,2017,8,92776,Diesel,Automatic,1.0,15.6,1498,Yes,195000.0
C24-17349,Kia,Sonet,Bengaluru,2023,2,15899,Electric,Manual,1.0,4.0,1199,Yes,1277000.0
C24-17350,Mahindra,Scorpio,Kolkata,2015,10,115890,Petrol,Manual,2.0,14.9,800,,248000.0
C24-17351,Volkswagen,Vento,Kolkata,2014,11,130570,CNG,Manual,1.0,17.7,1197,No,144000.0
C24-17352,Renault,Kwid,Pune,2017,8,85086,Diesel,Manual,4.0,14.9,1197,Yes,196000.0
C24-17353,Kia,Sonet,Hyderabad,2017,8,103847,Diesel,Manual,3.0,16.2,1000,Yes,277000.0
C24-17354,Ford,Figo,Mumbai,2023,2,1606,CNG,Manual,2.0,15.2,1199,Yes,655000.0
C24-17355,Toyota,Fortuner,Ahmedabad,2021,4,42221,Petrol,Manual,1.0,16.9,1997,Yes,910000.0
C24-17356,Mahindra,Scorpio,Chandigarh,2012,13,144142,CNG,Manual,1.0,19.6,1997,Yes,141000.0
C24-17357,Toyota,Urban Cruiser,Ahmedabad,2016,9,99653,CNG,Manual,1.0,24.0,1000,Yes,304000.0
C24-17358,Renault,Kwid,Delhi NCR,2018,7,88138,Diesel,Automatic,4.0,20.2,1197,Yes,247000.0
C24-17359,Kia,Carens,Ahmedabad,2016,9,108213,Petrol,Automatic,1.0,17.0,1000,Yes,278000.0
C24-17360,Ford,Figo,Kolkata,2014,11,133027,CNG,Manual,3.0,23.1,1498,No,132000.0
C24-17361,Mahindra,Scorpio,Pune,2013,12,141313,Petrol,Manual,1.0,,800,Yes,182000.0
C24-17362,Toyota,Urban Cruiser,Chandigarh,2014,11,125300,CNG,Manual,2.0,30.4,2000,Yes,213000.0
C24-17363,Kia,Sonet,Delhi NCR,2014,11,132814,Petrol,Manual,1.0,18.6,2000,Yes,202000.0
C24-17364,Honda,WR-V,Delhi NCR,2018,7,77009,Diesel,Manual,2.0,17.4,1197,Yes,365000.0
C24-17365,Volkswagen,Vento,Chandigarh,2022,3,22759,Diesel,Manual,4.0,12.8,800,Yes,575000.0
C24-17366,Ford,EcoSport,Delhi NCR,2013,12,151115,Petrol,Manual,1.0,15.4,1000,Yes,154000.0
C24-17367,Toyota,Fortuner,Ahmedabad,2022,3,49618,Petrol,Manual,4.0,20.2,1197,No,685000.0
C24-17368,Kia,Carens,Chennai,2013,12,135604,CNG,Automatic,1.0,25.0,1000,Yes,196000.0
C24-17369,Renault,Kwid,Bengaluru,2016,9,98556,Diesel,Automatic,1.0,15.7,1000,Yes,219000.0
C24-17370,Volkswagen,Polo,Hyderabad,2013,12,132614,Petrol,Automatic,1.0,7.6,1199,Yes,174000.0
C24-17371,Tata,Harrier,Jaipur,2023,2,17215,Petrol,Manual,3.0,12.7,1000,Yes,615000.0
C24-17372,Toyota,Urban Cruiser,Ahmedabad,2017,8,101581,Petrol,Automatic,2.0,21.7,1197,Yes,404000.0
C24-17373,Maruti Suzuki,Dzire,Chennai,2012,13,147935,Diesel,Manual,1.0,17.8,2000,No,93000.0
C24-17374,Volkswagen,Vento,Hyderabad,2021,4,54194,Petrol,Manual,3.0,18.3,1498,Yes,454000.0
C24-17375,Renault,Kwid,Kolkata,2016,9,95426,CNG,Automatic,1.0,11.1,1000,Yes,180000.0
C24-17376,Kia,Carens,Pune,2022,3,21464,Petrol,Manual,2.0,18.8,1197,Yes,848000.0
C24-17377,Ford,EcoSport,Ahmedabad,2013,12,149692,Petrol,Manual,1.0,19.9,1498,,128000.0
C24-17378,Ford,Figo,Kolkata,2013,12,146753,Diesel,Manual,1.0,13.8,1997,Yes,118000.0
C24-17379,Toyota,Innova,Jaipur,2014,11,132000,Petrol,Manual,1.0,16.8,1000,No,214000.0
C24-17380,Toyota,Innova,Chandigarh,2013,12,152380,Electric,Manual,4.0,5.7,1197,No,196000.0
C24-17381,Maruti Suzuki,Baleno,Chandigarh,2012,13,141274,Petrol,Manual,1.0,17.0,1997,Yes,97000.0
C24-17382,Maruti Suzuki,Dzire,Delhi NCR,2017,8,109938,Petrol,Manual,2.0,19.2,800,Yes,154000.0
C24-17383,Hyundai,Verna,Kolkata,2020,5,57627,Diesel,Automatic,1.0,20.2,1197,Yes,374000.0
C24-17384,Renault,Kwid,Chandigarh,2013,12,162838,Petrol,Manual,1.0,13.4,1197,Yes,114000.0
C24-17385,Maruti Suzuki,Swift,Ahmedabad,2018,7,82811,CNG,Automatic,3.0,22.4,1498,Yes,194000.0
C24-17386,Volkswagen,Polo,Mumbai,2015,10,118773,Petrol,Automatic,3.0,22.9,1000,Yes,227000.0
C24-17387,Mahindra,XUV700,Ahmedabad,2017,8,99175,Petrol,Manual,1.0,14.1,1000,Yes,298000.0
C24-17388,Ford,Figo,Delhi NCR,2013,12,143937,Petrol,Manual,2.0,20.7,1197,No,136000.0
C24-17389,Maruti Suzuki,Alto,Hyderabad,2024,1,19742,Petrol,Automatic,1.0,19.7,800,No,621000.0
C24-17390,Maruti Suzuki,Alto,Kolkata,2024,1,10890,Petrol,Manual,1.0,19.7,1498,No,593000.0
C24-17391,Tata,Harrier,Kolkata,2018,7,83163,Petrol,Manual,1.0,18.3,2200,No,278000.0
C24-17392,Hyundai,Venue,Ahmedabad,2021,4,56203,Petrol,Manual,2.0,23.2,2000,Yes,421000.0
C24-17393,Renault,Triber,Jaipur,2023,2,15311,Diesel,Manual,2.0,20.2,1498,Yes,621000.0
C24-17394,Toyota,Fortuner,Hyderabad,2014,11,136967,CNG,Manual,1.0,19.9,1498,Yes,233000.0
C24-17395,Hyundai,Grand i10,Delhi NCR,2021,4,49977,Petrol,Manual,1.0,16.6,2000,Yes,493000.0
C24-17396,Tata,Nexon,Chandigarh,2019,6,84373,Petrol,Automatic,1.0,21.8,1498,Yes,402000.0
C24-17397,Toyota,Fortuner,Chandigarh,2017,8,86947,Diesel,Automatic,1.0,19.7,1199,No,408000.0
C24-17398,Volkswagen,Polo,Delhi NCR,2012,13,159091,Petrol,Automatic,1.0,16.7,1000,Yes,142000.0
C24-17399,Ford,Figo,Kolkata,2022,3,21042,Petrol,Automatic,1.0,14.9,1197,Yes,715000.0
C24-17400,Honda,Jazz,Delhi NCR,2023,2,8805,Diesel,Automatic,3.0,15.6,1197,No,919000.0
C24-17401,Ford,EcoSport,Kolkata,2015,10,127161,Petrol,Manual,1.0,17.0,1199,Yes,180000.0
C24-17402,Honda,WR-V,Chandigarh,2024,1,6418,Petrol,Automatic,1.0,21.9,1197,Yes,1043000.0
C24-17403,Maruti Suzuki,WagonR,Chandigarh,2020,5,55396,Petrol,Manual,1.0,7.0,1498,Yes,282000.0
C24-17404,Kia,Carens,Bengaluru,2013,12,151909,Diesel,Automatic,2.0,15.5,1997,No,227000.0
C24-17405,Renault,Triber,Delhi NCR,2016,9,96195,Petrol,Manual,3.0,22.0,1498,Yes,168000.0
C24-17406,Kia,Sonet,Jaipur,2017,8,89271,Diesel,Manual,1.0,12.3,1197,No,301000.0
C24-17407,Kia,Seltos,Mumbai,2017,8,109823,Petrol,Manual,1.0,,2200,Yes,367000.0
C24-17408,Mahindra,Bolero,Bengaluru,2023,2,25576,CNG,Manual,1.0,12.6,1498,Yes,892000.0
C24-17409,Kia,Seltos,Jaipur,2021,4,47621,Diesel,Manual,3.0,19.8,1997,Yes,546000.0
C24-17410,Renault,Kwid,Chandigarh,2024,1,8109,Diesel,Manual,2.0,19.9,800,Yes,609000.0
C24-17411,Tata,Harrier,Ahmedabad,2014,11,123934,Diesel,Manual,1.0,17.7,1197,Yes,173000.0
C24-17412,Ford,Figo,Pune,2016,9,104069,CNG,Automatic,1.0,26.0,2000,No,224000.0
C24-17413,Mahindra,Bolero,Hyderabad,2012,13,151495,Diesel,Manual,3.0,21.7,1997,Yes,142000.0
C24-17414,Kia,Carens,Jaipur,2020,5,49774,Petrol,Automatic,1.0,12.9,1197,Yes,598000.0
C24-17415,Maruti Suzuki,Dzire,Chennai,2016,9,112013,Petrol,Manual,2.0,22.4,2000,Yes,147000.0
C24-17416,Toyota,Fortuner,Bengaluru,2024,1,2586,Diesel,Automatic,,27.1,800,Yes,1766000.0
C24-17417,Ford,EcoSport,Chennai,2013,12,148207,Petrol,Automatic,3.0,16.4,1197,Yes,134000.0
C24-17418,Kia,Carens,Hyderabad,2021,4,49035,Petrol,Automatic,2.0,24.4,1199,Yes,760000.0
C24-17419,Hyundai,Verna,Chandigarh,2019,6,67509,CNG,Manual,1.0,15.3,1997,Yes,314000.0
C24-17420,Ford,Figo,Kolkata,2023,2,11545,Petrol,Automatic,3.0,18.6,2000,Yes,706000.0
C24-17421,Toyota,Glanza,Jaipur,2017,8,97799,Petrol,Manual,1.0,15.2,1000,No,348000.0
C24-17422,Honda,WR-V,Ahmedabad,2021,4,38923,Diesel,Manual,4.0,10.1,1498,No,449000.0
C24-17423,Mahindra,XUV700,Jaipur,2015,10,123537,CNG,Manual,2.0,24.2,2200,Yes,224000.0
C24-17424,Maruti Suzuki,Alto,Hyderabad,2023,2,35749,CNG,Automatic,2.0,10.6,800,Yes,470000.0
C24-17425,Toyota,Fortuner,Delhi NCR,2023,2,22549,Petrol,Manual,1.0,22.6,2000,Yes,1248000.0
C24-17426,Hyundai,Grand i10,Chennai,2012,13,162695,Diesel,Manual,1.0,25.7,1197,No,111000.0
C24-17427,Volkswagen,Polo,Delhi NCR,2021,4,50062,Petrol,Manual,2.0,23.6,800,Yes,498000.0
C24-17428,Tata,Nexon,Delhi NCR,2018,7,77112,Diesel,Manual,2.0,18.9,1197,Yes,292000.0
C24-17429,Kia,Sonet,Bengaluru,2012,13,166631,CNG,Manual,2.0,18.7,1000,Yes,158000.0
C24-17430,Hyundai,Verna,Hyderabad,2012,13,153370,CNG,Automatic,2.0,12.4,1197,Yes,116000.0
C24-17431,Ford,EcoSport,Bengaluru,2013,12,143418,CNG,Automatic,1.0,23.8,1199,Yes,142000.0
C24-17432,Renault,Kwid,Delhi NCR,2012,13,159099,CNG,Manual,2.0,16.7,1498,Yes,83000.0
C24-17433,Renault,Kwid,Chandigarh,2014,11,146429,Petrol,Manual,3.0,11.5,1997,Yes,120000.0
C24-17434,Hyundai,Verna,Chandigarh,2016,9,104297,Petrol,Manual,1.0,24.1,1199,Yes,205000.0
C24-17435,Ford,Figo,Jaipur,2022,3,45789,Diesel,Manual,3.0,13.2,800,No,431000.0
C24-17436,Ford,EcoSport,Kolkata,2020,5,57280,Petrol,Manual,2.0,15.1,1197,Yes,348000.0
C24-17437,Mahindra,XUV300,Kolkata,2017,8,91586,Diesel,Manual,3.0,16.8,1000,Yes,335000.0
C24-17438,Toyota,Urban Cruiser,Mumbai,2015,10,122004,Diesel,Automatic,1.0,17.4,2000,Yes,435000.0
C24-17439,Renault,Triber,Hyderabad,2018,7,91907,Petrol,Manual,1.0,14.6,1498,Yes,188000.0
C24-17440,Honda,Amaze,Delhi NCR,2014,11,128607,Petrol,Manual,1.0,22.1,2000,Yes,205000.0
C24-17441,Renault,Kwid,Kolkata,2022,3,45634,Petrol,Automatic,3.0,22.0,1498,Yes,399000.0
C24-17442,Mahindra,XUV700,Chennai,2014,11,127437,Diesel,Manual,1.0,20.4,1199,Yes,247000.0
C24-17443,Renault,Kwid,Delhi NCR,2013,12,152151,CNG,Manual,1.0,24.9,2200,Yes,90000.0
C24-17444,Volkswagen,Polo,Mumbai,2012,13,151417,Petrol,Manual,,14.2,1000,No,129000.0
C24-17445,Ford,EcoSport,Hyderabad,2020,5,70454,Petrol,Manual,2.0,14.0,1199,Yes,389000.0
C24-17446,Volkswagen,Polo,Pune,2015,10,122863,Electric,Automatic,2.0,5.9,1498,No,231000.0
C24-17447,Ford,Figo,Mumbai,2023,2,18945,Petrol,Automatic,3.0,19.3,1498,Yes,801000.0
C24-17448,Renault,Triber,Kolkata,2019,6,73738,Diesel,Manual,1.0,17.5,1199,Yes,287000.0
C24-17449,Toyota,Urban Cruiser,Chennai,2012,13,165192,CNG,Automatic,1.0,17.0,800,Yes,191000.0
C24-17450,Honda,Amaze,Kolkata,2018,7,69193,Petrol,Manual,2.0,15.8,1197,Yes,303000.0
C24-17451,Toyota,Innova,Hyderabad,2012,13,154704,Petrol,Manual,1.0,14.3,1000,Yes,180000.0
C24-17452,Maruti Suzuki,WagonR,Ahmedabad,2012,13,147254,Diesel,Manual,2.0,19.6,1197,Yes,88000.0
C24-17453,Tata,Punch,Kolkata,2014,11,136894,Petrol,Manual,3.0,16.7,1498,Yes,134000.0
C24-17454,Ford,EcoSport,Delhi NCR,2012,13,158443,Diesel,Automatic,1.0,15.7,1199,Yes,134000.0
C24-17455,Honda,Jazz,Delhi NCR,2021,4,56504,Electric,Manual,3.0,5.5,1199,No,611000.0
C24-17456,Renault,Triber,Kolkata,2021,4,44407,Petrol,Manual,3.0,17.6,1199,Yes,369000.0
C24-17457,Maruti Suzuki,Alto,Jaipur,2024,1,17195,CNG,Manual,4.0,16.2,1199,Yes,456000.0
C24-17458,Hyundai,i20,Chandigarh,2024,1,5222,Diesel,Manual,1.0,17.9,1000,Yes,952000.0
C24-17459,Toyota,Urban Cruiser,Mumbai,2015,10,111963,Petrol,Manual,1.0,22.5,1498,Yes,322000.0
C24-17460,Renault,Triber,Hyderabad,2020,5,53304,Diesel,Manual,2.0,18.3,1197,Yes,313000.0
C24-17461,Maruti Suzuki,Baleno,Ahmedabad,2021,4,38580,CNG,Automatic,2.0,10.4,1498,Yes,342000.0
C24-17462,Honda,Amaze,Kolkata,2018,7,94121,Petrol,Manual,2.0,15.6,1498,Yes,252000.0
C24-17463,Mahindra,XUV300,Jaipur,2016,9,122228,Diesel,Manual,1.0,13.3,1498,No,282000.0
C24-17464,Ford,Figo,Hyderabad,2013,12,141240,Petrol,Manual,4.0,10.1,1199,No,109000.0
C24-17465,Renault,Triber,Chennai,2018,7,86368,Petrol,Manual,1.0,17.7,1199,Yes,238000.0
C24-17466,Toyota,Innova,Pune,2013,12,150675,Petrol,Manual,1.0,16.1,1498,No,244000.0
C24-17467,Maruti Suzuki,Alto,Hyderabad,2023,2,28416,Petrol,Manual,4.0,18.6,800,Yes,393000.0
C24-17468,Hyundai,Creta,Delhi NCR,2016,9,102567,Petrol,Manual,1.0,18.9,2000,Yes,195000.0
C24-17469,Mahindra,XUV700,Delhi NCR,2016,9,115915,Petrol,Manual,1.0,15.3,1000,Yes,261000.0
C24-17470,Mahindra,Bolero,Chandigarh,2015,10,120089,Petrol,Automatic,3.0,16.8,800,Yes,225000.0
C24-17471,Ford,Figo,Chandigarh,2012,13,157433,Petrol,Manual,2.0,21.3,1498,Yes,93000.0
C24-17472,Ford,Figo,Mumbai,2024,1,9927,CNG,Manual,1.0,23.7,1199,Yes,818000.0
C24-17473,Hyundai,i20,Jaipur,2021,4,40180,Petrol,Manual,1.0,20.5,2000,Yes,474000.0
C24-17474,Tata,Punch,Pune,2019,6,75518,Diesel,Manual,1.0,13.9,1197,Yes,363000.0
C24-17475,Renault,Triber,Chandigarh,2017,8,86593,Petrol,Manual,1.0,13.2,1000,Yes,185000.0
C24-17476,Tata,Nexon,Chennai,2019,6,61758,Petrol,Automatic,4.0,19.6,1997,No,341000.0
C24-17477,Renault,Kwid,Jaipur,2019,6,76124,Petrol,Automatic,2.0,14.2,1197,Yes,264000.0
